iter	Logloss
619	0.4416242952
620	0.4414374491
621	0.4409863178
622	0.4408206914
623	0.4406317489
624	0.4403902164
625	0.4402205744
626	0.4400484037
627	0.4398680376
628	0.4396799435
629	0.4394607114
630	0.4392295293
631	0.4389906193
632	0.4387241001
633	0.4385244369
634	0.4382111274
635	0.4379529899
636	0.4377311443
637	0.4374903808
638	0.4373682279
639	0.4369105511
640	0.4367901253
641	0.4366171184
642	0.4364288202
643	0.4362769008
644	0.4360816591
645	0.4357353512
646	0.4354805704
647	0.4350675336
648	0.4349026654
649	0.4347075754
650	0.4345987483
651	0.4343222416
652	0.4340776168
653	0.4338799751
654	0.4336528407
655	0.4335133425
656	0.4333228277
657	0.4329826646
658	0.4327806334
659	0.4325063301
660	0.432362306
661	0.4322078083
662	0.43198665
663	0.4316732718
664	0.4314642409
665	0.4313452496
666	0.4309567089
667	0.4305756638
668	0.4304515846
669	0.4300269109
670	0.4298849665
671	0.4295519978
672	0.429305675
673	0.4291819723
674	0.4288492645
675	0.4287149442
676	0.42849729
677	0.4283701701
678	0.4281237196
679	0.4279065457
680	0.4275170043
681	0.4273199829
682	0.4271997882
683	0.4269808618
684	0.4266448044
685	0.4262968087
686	0.4261777258
687	0.4260587614
688	0.4258159776
689	0.4255339409
690	0.4253572829
691	0.4251160174
692	0.4249900654
693	0.4246956482
694	0.4245734909
695	0.4242323263
696	0.4239095452
697	0.423703937
698	0.4235134312
699	0.4232643316
700	0.4231427565
701	0.4228929529
702	0.4227758791
703	0.4226272712
704	0.4224738843
705	0.4222265553
706	0.4220306462
707	0.4216662643
708	0.4214859348
709	0.4213500362
710	0.4209964083
711	0.4207724895
712	0.4205433013
713	0.4203429268
714	0.4201262179
715	0.4199750833
716	0.4196834523
717	0.4194732498
718	0.4190800451
719	0.4187710762
720	0.4186093974
721	0.4183924786
722	0.4182486485
723	0.4180305831
724	0.4178309229
725	0.4176979304
726	0.4173462937
727	0.4171804676
728	0.4168265444
729	0.4165478955
730	0.4163896246
731	0.4162614607
732	0.416148893
733	0.4159346783
734	0.4156564525
735	0.4153245021
736	0.415102375
737	0.4148996959
738	0.4147776194
739	0.4145252007
740	0.4142569998
741	0.4138218958
742	0.4135825386
743	0.4133403785
744	0.4132309918
745	0.413053399
746	0.4129084359
747	0.4127825469
748	0.4124703805
749	0.4121845592
750	0.4118799191
751	0.4116959915
752	0.4113536874
753	0.4111803156
754	0.4109581452
755	0.4106602338
756	0.4103259007
757	0.4099272404
758	0.4097038903
759	0.4093140254
760	0.4091159953
761	0.4088265132
762	0.4085471082
763	0.4081699117
764	0.4080697201
765	0.4078041108
766	0.4076623661
767	0.4072957389
768	0.4070203026
769	0.4067109122
770	0.4064667298
771	0.4060984186
772	0.4059699892
773	0.4056081865
774	0.4053952653
775	0.405265526
776	0.4050654108
777	0.4047424647
778	0.4046169027
779	0.4044452163
780	0.4043589475
781	0.4041296444
782	0.4040081638
783	0.4038574711
784	0.4036139247
785	0.4034169972
786	0.403156778
787	0.402961112
788	0.4025865495
789	0.4024518632
790	0.4022575067
791	0.4020037981
792	0.4019145075
793	0.4015312263
794	0.401357327
795	0.4011618888
796	0.4010468512
797	0.4008691787
798	0.4005791388
799	0.4005079106
800	0.4003914154
801	0.3999331829
802	0.3997886896
803	0.399553877
804	0.399434901
805	0.3991755662
806	0.3989323866
807	0.3987202573
808	0.3984653048
809	0.3981504804
810	0.3977597627
811	0.3975055763
812	0.397418397
813	0.3973386854
814	0.3970900552
815	0.3967866716
816	0.3964536379
817	0.3960722691
818	0.3959830508
819	0.3957165062
820	0.3954302792
821	0.3951595936
822	0.3950031234
823	0.3949167796
824	0.3947307188
825	0.3944173325
826	0.3939934251
827	0.3937407194
828	0.3934632176
829	0.3933689893
830	0.3931547859
831	0.3929029266
832	0.392779476
833	0.3926648798
834	0.3924873433
835	0.3921804652
836	0.3920205004
837	0.3919053155
838	0.391783617
839	0.3917089664
840	0.3914504165
841	0.3912487176
842	0.3911562609
843	0.3910585733
844	0.390860147
845	0.3906864761
846	0.3904769199
847	0.39022061
848	0.3901181575
849	0.3897369292
850	0.389602819
851	0.389284104
852	0.3890029272
853	0.3889262156
854	0.3886657842
855	0.388442258
856	0.3882878115
857	0.3879781603
858	0.387764859
859	0.387612659
860	0.3875205008
861	0.3874379189
862	0.3873400014
863	0.3872682337
864	0.3870897678
865	0.3869173643
866	0.3868178614
867	0.3865053583
868	0.3863956685
869	0.386255688
870	0.3861635369
871	0.3860487807
872	0.3858418938
873	0.3857161683
874	0.3854936003
875	0.3853388164
876	0.3851943823
877	0.3849897377
878	0.3849307287
879	0.3847171772
880	0.3845441367
881	0.384443547
882	0.3841885554
883	0.3839687562
884	0.3838421706
885	0.3837034915
886	0.3835123293
887	0.3833564546
888	0.3831740862
889	0.3829125722
890	0.38277607
891	0.3826840758
892	0.3825438456
893	0.3823226468
894	0.3821797521
895	0.3819384859
896	0.3817039261
897	0.3816619006
898	0.381439562
899	0.3812745363
900	0.3809413225
901	0.3807173661
902	0.3806729491
903	0.3806234151
904	0.3803920292
905	0.3803008014
906	0.3800881841
907	0.3798527478
908	0.3797047316
909	0.3795695215
910	0.3795217929
911	0.3794081675
912	0.3793265914
913	0.3790385746
914	0.37876975
915	0.3784457304
916	0.378227156
917	0.3781510207
918	0.3778790293
919	0.377732069
920	0.3774801602
921	0.3774035649
922	0.3772806402
923	0.3772285408
924	0.3769060168
925	0.3767901162
926	0.3766636121
927	0.3765062381
928	0.3763225803
929	0.3761989603
930	0.3760450427
931	0.3759057269
932	0.3756795155
933	0.3754754467
934	0.3753907661
935	0.3752123492
936	0.3748331928
937	0.3746224146
938	0.3744264776
939	0.3743521797
940	0.3741195186
941	0.3739170268
942	0.3738390231
943	0.3737904246
944	0.3735632078
945	0.373377768
946	0.3733194297
947	0.3732020829
948	0.3729399805
949	0.3728816483
950	0.3728206795
951	0.372743369
952	0.3725434561
953	0.3724609343
954	0.3722444249
955	0.3720821132
956	0.372032677
957	0.3719687618
958	0.3717781566
959	0.3715316064
960	0.3714552605
961	0.3712080849
962	0.3711704395
963	0.3708824172
964	0.3707326925
965	0.3705923933
966	0.3704465168
967	0.3702612726
968	0.3700216822
969	0.3699674147
970	0.3697357962
971	0.3695740944
972	0.3693532851
973	0.3691586365
974	0.3690021824
975	0.3688379195
976	0.3685915816
977	0.3685491406
978	0.3684742249
979	0.3683826378
980	0.368310987
981	0.3680994645
982	0.3680301137
983	0.3677686427
984	0.3677120691
985	0.3674192978
986	0.3673730783
987	0.3672382813
988	0.3671675439
989	0.3669985055
990	0.3669248914
991	0.3668463714
992	0.3666910951
993	0.3665076637
994	0.3662618865
995	0.3661075833
996	0.3660298315
997	0.3658690794
998	0.3657562037
999	0.3655631156
